,title,price,address,no_bedrooms
1018,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1019,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1020,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1021,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1022,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1023,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1024,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1025,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1026,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1027,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1028,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1029,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1030,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1031,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1032,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1033,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1034,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1035,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1036,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1037,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1038,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1039,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1040,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1041,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1042,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1043,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1044,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1045,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1046,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1047,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1048,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1049,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1050,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1051,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1052,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1053,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1054,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1055,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1056,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1057,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1058,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1059,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1060,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1061,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1062,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1063,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1064,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1065,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1066,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1067,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1068,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1069,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1070,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1071,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1072,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1073,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1074,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1075,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1076,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1077,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1078,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1079,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1080,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1081,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1082,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1083,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1084,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1085,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1086,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1087,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1088,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1089,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1090,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1091,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1092,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1093,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1094,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1095,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1096,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1097,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1098,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1099,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1100,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1101,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1102,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1103,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1104,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1105,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1106,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1107,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1108,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1109,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1110,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1111,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1112,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1113,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1114,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1115,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1116,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1117,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1118,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1119,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1120,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1121,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1122,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1123,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1124,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1125,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1126,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1127,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1128,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1129,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1130,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1131,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1132,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1133,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1134,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1135,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1136,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1137,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1138,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1139,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1140,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1141,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1142,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1143,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1144,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1145,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1146,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1147,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1148,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1149,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1150,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1151,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1152,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1153,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1154,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1155,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1156,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1157,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1158,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1159,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1160,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1161,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1162,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1163,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1164,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1165,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1166,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1167,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1168,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1169,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1170,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1171,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1172,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1173,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1174,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1175,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1176,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1177,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1178,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1179,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1180,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1181,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1182,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1183,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1184,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1185,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1186,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1187,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1188,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1189,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1190,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1191,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1192,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1193,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1194,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1195,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1196,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1197,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1198,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1199,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1200,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1201,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1202,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1203,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1204,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1205,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1206,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1207,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1208,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1209,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1210,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1211,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1212,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1213,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1214,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1215,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1216,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1217,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1218,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1219,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1220,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1221,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1222,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1223,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1224,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1225,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1226,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1227,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1228,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1229,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1230,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1231,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1232,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1233,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1234,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1235,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1236,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1237,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1238,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1239,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1240,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1241,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
1242,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
1243,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
1244,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
1245,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1246,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
1247,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
1248,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
1249,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
1250,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
1251,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
1252,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
1253,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
1254,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
1255,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
1256,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
1257,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
1258,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
1259,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
1260,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
1261,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
1262,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
