,title,price,address,no_bedrooms
2092,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2093,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2094,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2095,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2096,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2097,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2098,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2099,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2100,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2101,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2102,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2103,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2104,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2105,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2106,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2107,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2108,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2109,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2110,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2111,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2112,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2113,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2114,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2115,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2116,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2117,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2118,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2119,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2120,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2121,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2122,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2123,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2124,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2125,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2126,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2127,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2128,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2129,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2130,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2131,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2132,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2133,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2134,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2135,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2136,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2137,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2138,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2139,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2140,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2141,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2142,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2143,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2144,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2145,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2146,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2147,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2148,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2149,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2150,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2151,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2152,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2153,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2154,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2155,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2156,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2157,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2158,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2159,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2160,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2161,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2162,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2163,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2164,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2165,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2166,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2167,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2168,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2169,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2170,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2171,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2172,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2173,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2174,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2175,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2176,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2177,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2178,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2179,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2180,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2181,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2182,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2183,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2184,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2185,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2186,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2187,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2188,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2189,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2190,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2191,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2192,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2193,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2194,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2195,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2196,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2197,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2198,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2199,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2200,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2201,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2202,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2203,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2204,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2205,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2206,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2207,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2208,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2209,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2210,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2211,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2212,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2213,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2214,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2215,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2216,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2217,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2218,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2219,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2220,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2221,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2222,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2223,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2224,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2225,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2226,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2227,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2228,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2229,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2230,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2231,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2232,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2233,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2234,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2235,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2236,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2237,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2238,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2239,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2240,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2241,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2242,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2243,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2244,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2245,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2246,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2247,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2248,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2249,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2250,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2251,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2252,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2253,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2254,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2255,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2256,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2257,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2258,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2259,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2260,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2261,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2262,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2263,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2264,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2265,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2266,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2267,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2268,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2269,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2270,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2271,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2272,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2273,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2274,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2275,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2276,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2277,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2278,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2279,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2280,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2281,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2282,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2283,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2284,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2285,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2286,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2287,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2288,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2289,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2290,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2291,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2292,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2293,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2294,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2295,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2296,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2297,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2298,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2299,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2300,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2301,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2302,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2303,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2304,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2305,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2306,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2307,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2308,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2309,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2310,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2311,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2312,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2313,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2314,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2315,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2316,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2317,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2318,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2319,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2320,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2321,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2322,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2323,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2324,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2325,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2326,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2327,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2328,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2329,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2330,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2331,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2332,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2333,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2334,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2335,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2336,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2337,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2338,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2339,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2340,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2341,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2342,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2343,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2344,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2345,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2346,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2347,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2348,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2349,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2350,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2351,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2352,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2353,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2354,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2355,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2356,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2357,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2358,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2359,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2360,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2361,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2362,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2363,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2364,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2365,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2366,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2367,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2368,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2369,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2370,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2371,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2372,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2373,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2374,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2375,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2376,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2377,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2378,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2379,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2380,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
2381,4 Bedroom Apartment / Flat to Rent in Kileleshwa,150000.0,"Ndemi Rd Kilimani, Kileleshwa",4
2382,5 Bedroom Townhouse to Rent in Lavington,400000.0,Lavington,5
2383,2 Bedroom Apartment / Flat to Rent in Riverside,250000.0,Riverside,2
2384,2 Bedroom Apartment / Flat to Rent in Kileleshwa,110000.0,"Kileleshwa, Kileleshwa",2
2385,5 Bedroom Townhouse to Rent in Karen,350000.0,"Nandi Rd Karen, Karen",5
2386,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,Kilimani,2
2387,2 Bedroom Apartment / Flat to Rent in Kilimani,215000.0,Kilimani,2
2388,3 Bedroom Apartment / Flat to Rent in Westlands,100000.0,"Brookside drive westland, Westlands",3
2389,5 Bedroom House to Rent in Lavington,275000.0,Lavington,5
2390,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2391,Commercial Property to Rent in Westlands,330000.0,"Lower Kabete, Westlands",
2392,3 Bedroom Apartment / Flat to Rent in Kilimani,130000.0,Kilimani,3
2393,4 Bedroom Townhouse to Rent in Runda,200000.0,"Ruaka Rd Kitisuru, Runda",4
2394,2 Bedroom Apartment / Flat to Rent in Langata,30000.0,Langata,2
2395,2 Bedroom Apartment / Flat to Rent in Kilimani,85000.0,,2
2396,2 Bedroom Apartment / Flat to Rent in Lower Kabete,30000.0,Lower Kabete,2
2397,2 Bedroom Apartment / Flat to Rent in Riverside,160000.0,"Riverside Dr Nairobi, Riverside",2
2398,3 Bedroom Apartment / Flat to Rent in Westlands,105000.0,Westlands,3
2399,3 Bedroom Apartment / Flat to Rent in Riverside,330000.0,"Riverside Dr Nairobi, Riverside",3
2400,3 Bedroom Apartment / Flat to Rent in Kilimani,80000.0,Kilimani,3
2401,1 Bedroom Apartment / Flat to Rent in Riverside,150000.0,"Riverside drive, Riverside",1
